No,Kode Wilayah,Kabupaten_Kota,Provinsi,Tahun,%AKP
1260,3505,Kabupaten Blitar,Jawa Timur,2023,91.8
1261,3506,Kabupaten Kediri,Jawa Timur,2023,104.7
1262,3507,Kabupaten Malang,Jawa Timur,2023,90.7
1263,3508,Kabupaten Lumajang,Jawa Timur,2023,118.2
1264,3509,Kabupaten Jember,Jawa Timur,2023,109.3
1265,3510,Kabupaten Banyuwangi,Jawa Timur,2023,104.9
1266,3511,Kabupaten Bondowoso,Jawa Timur,2023,99.5
1267,3512,Kabupaten Situbondo,Jawa Timur,2023,106.5
1268,3513,Kabupaten Probolinggo,Jawa Timur,2023,102.6
1269,3514,Kabupaten Pasuruan,Jawa Timur,2023,116.7
1270,3515,Kabupaten Sidoarjo,Jawa Timur,2023,98.8
1271,3516,Kabupaten Mojokerto,Jawa Timur,2023,191.4
1272,3517,Kabupaten Jombang,Jawa Timur,2023,179.5
1273,3518,Kabupaten Nganjuk,Jawa Timur,2023,183.2
1274,3519,Kabupaten Madiun,Jawa Timur,2023,102.1
1275,3520,Kabupaten Magetan,Jawa Timur,2023,98.8
1276,3521,Kabupaten Ngawi,Jawa Timur,2023,94.6
1277,3522,Kabupaten Bojonegoro,Jawa Timur,2023,156.7
1278,3523,Kabupaten Tuban,Jawa Timur,2023,191.1
1279,3524,Kabupaten Lamongan,Jawa Timur,2023,185.8
1280,3525,Kabupaten Gresik,Jawa Timur,2023,107.4
1281,3526,Kabupaten Bangkalan,Jawa Timur,2023,100.9
1282,3527,Kabupaten Sampang,Jawa Timur,2023,103.3
1283,3528,Kabupaten Pamekasan,Jawa Timur,2023,88.8
1284,3529,Kabupaten Sumenep,Jawa Timur,2023,154.7
1285,3571,Kota Kediri,Jawa Timur,2023,105.3
1286,3572,Kota Blitar,Jawa Timur,2023,99.5
1287,3573,Kota Malang,Jawa Timur,2023,101.1
1288,3574,Kota Probolinggo,Jawa Timur,2023,98.1
1289,3575,Kota Pasuruan,Jawa Timur,2023,114.9
1290,3576,Kota Mojokerto,Jawa Timur,2023,106.3
1291,3577,Kota Madiun,Jawa Timur,2023,114.6
1292,3578,Kota Surabaya,Jawa Timur,2023,110.4
1293,3579,Kota Batu,Jawa Timur,2023,96
1294,3601,Kabupaten Pandeglang,Banten,2023,114.3
1295,3602,Kabupaten Lebak,Banten,2023,135.7
1296,3603,Kabupaten Tangerang,Banten,2023,125
1297,3604,Kabupaten Serang,Banten,2023,112.2
1298,3671,Kota Tangerang,Banten,2023,129.5
1299,3672,Kota Cilegon,Banten,2023,108.4
1300,3673,Kota Serang,Banten,2023,113.4
1301,3674,Kota Tangerang Selatan,Banten,2023,113.4
1302,5101,Kabupaten Jembrana,Bali,2023,117.5
1303,5102,Kabupaten Tabanan,Bali,2023,102.9
1304,5103,Kabupaten Badung,Bali,2023,107.5
1305,5104,Kabupaten Gianyar,Bali,2023,108.1
1306,5105,Kabupaten Klungkung,Bali,2023,110.2
1307,5106,Kabupaten Bangli,Bali,2023,109.6
1308,5107,Kabupaten Karangasem,Bali,2023,99.4
1309,5108,Kabupaten Buleleng,Bali,2023,107.8
1310,5171,Kota Denpasar,Bali,2023,109.4
1311,5201,Kabupaten Lombok Barat,Nusa Tenggara Barat,2023,124.7
1312,5202,Kabupaten Lombok Tengah,Nusa Tenggara Barat,2023,131.2
1313,5203,Kabupaten Lombok Timur,Nusa Tenggara Barat,2023,150.4
1314,5204,Kabupaten Sumbawa,Nusa Tenggara Barat,2023,118.6
1315,5205,Kabupaten Dompu,Nusa Tenggara Barat,2023,123.3
1316,5206,Kabupaten Bima,Nusa Tenggara Barat,2023,103.5
1317,5207,Kabupaten Sumbawa Barat,Nusa Tenggara Barat,2023,143.7
1318,5208,Kabupaten Lombok Utara,Nusa Tenggara Barat,2023,136.1
1319,5271,Kota Mataram,Nusa Tenggara Barat,2023,167
1320,5272,Kota Bima,Nusa Tenggara Barat,2023,116.1
1321,5312,Kabupaten Sumba Barat,Nusa Tenggara Timur,2023,87.7
1322,5311,Kabupaten Sumba Timur,Nusa Tenggara Timur,2023,98.1
1323,5301,Kabupaten Kupang,Nusa Tenggara Timur,2023,91.1
1324,5302,Kabupaten Timor Tengah Selatan,Nusa Tenggara Timur,2023,96.8
1325,5303,Kabupaten Timor Tengah Utara,Nusa Tenggara Timur,2023,100.2
1326,5304,Kabupaten Belu,Nusa Tenggara Timur,2023,96.7
1327,5305,Kabupaten Alor,Nusa Tenggara Timur,2023,100.4
1328,5313,Kabupaten Lembata,Nusa Tenggara Timur,2023,91.6
1329,5306,Kabupaten Flores Timur,Nusa Tenggara Timur,2023,100.5
1330,5307,Kabupaten Sikka,Nusa Tenggara Timur,2023,85.8
1331,5308,Kabupaten Ende,Nusa Tenggara Timur,2023,106.7
1332,5309,Kabupaten Ngada,Nusa Tenggara Timur,2023,108.2
1333,5310,Kabupaten Manggarai,Nusa Tenggara Timur,2023,113.5
1334,5314,Kabupaten Rote Ndao,Nusa Tenggara Timur,2023,79.3
1335,5315,Kabupaten Manggarai Barat,Nusa Tenggara Timur,2023,104
1336,5317,Kabupaten Sumba Tengah,Nusa Tenggara Timur,2023,87.9
1337,5318,Kabupaten Sumba Barat Daya,Nusa Tenggara Timur,2023,103
1338,5316,Kabupaten Nagekeo,Nusa Tenggara Timur,2023,93.5
1339,5319,Kabupaten Manggarai Timur,Nusa Tenggara Timur,2023,106
1340,5320,Kabupaten Sabu Raijua,Nusa Tenggara Timur,2023,106.7
1341,5321,Kabupaten Malaka,Nusa Tenggara Timur,2023,106.5
1342,5371,Kota Kupang,Nusa Tenggara Timur,2023,98.2
1343,6101,Kabupaten Sambas,Kalimantan Barat,2023,109.3
1344,6107,Kabupaten Bengkayang,Kalimantan Barat,2023,105.5
1345,6108,Kabupaten Landak,Kalimantan Barat,2023,110.7
1346,6102,Kabupaten Mempawah,Kalimantan Barat,2023,96.6
1347,6103,Kabupaten Sanggau,Kalimantan Barat,2023,97.2
1348,6104,Kabupaten Ketapang,Kalimantan Barat,2023,96
1349,6105,Kabupaten Sintang,Kalimantan Barat,2023,98.9
1350,6106,Kabupaten Kapuas Hulu,Kalimantan Barat,2023,98.2
1351,6109,Kabupaten Sekadau,Kalimantan Barat,2023,106.5
1352,6110,Kabupaten Melawi,Kalimantan Barat,2023,102
1353,6111,Kabupaten Kayong Utara,Kalimantan Barat,2023,107.3
1354,6112,Kabupaten Kubu Raya,Kalimantan Barat,2023,93
1355,6171,Kota Pontianak,Kalimantan Barat,2023,107.1
1356,6172,Kota Singkawang,Kalimantan Barat,2023,110
1357,6201,Kabupaten Kotawaringin Barat,Kalimantan Tengah,2023,122.3
1358,6202,Kabupaten Kotawaringin Timur,Kalimantan Tengah,2023,110.2
1359,6203,Kabupaten Kapuas,Kalimantan Tengah,2023,117.9
1360,6204,Kabupaten Barito Selatan,Kalimantan Tengah,2023,117
1361,6205,Kabupaten Barito Utara,Kalimantan Tengah,2023,95.8
1362,6208,Kabupaten Sukamara,Kalimantan Tengah,2023,131.8
1363,6209,Kabupaten Lamandau,Kalimantan Tengah,2023,125.1
1364,6207,Kabupaten Seruyan,Kalimantan Tengah,2023,111.8
1365,6206,Kabupaten Katingan,Kalimantan Tengah,2023,118.4
1366,6211,Kabupaten Pulang Pisau,Kalimantan Tengah,2023,110
1367,6210,Kabupaten Gunung Mas,Kalimantan Tengah,2023,102.3
1368,6213,Kabupaten Barito Timur,Kalimantan Tengah,2023,118.8
1369,6212,Kabupaten Murung Raya,Kalimantan Tengah,2023,116.7
1370,6271,Kota Palangka Raya,Kalimantan Tengah,2023,96.3
1371,6301,Kabupaten Tanah Laut,Kalimantan Selatan,2023,124.2
1372,6302,Kabupaten Kota Baru,Kalimantan Selatan,2023,122.3
1373,6303,Kabupaten Banjar,Kalimantan Selatan,2023,119.3
1374,6304,Kabupaten Barito Kuala,Kalimantan Selatan,2023,111.1
1375,6305,Kabupaten Tapin,Kalimantan Selatan,2023,118.2
1376,6306,Hulu Sungai Selatan,Kalimantan Selatan,2023,125.3
1377,6307,Hulu Sungai Tengah,Kalimantan Selatan,2023,109.5
1378,6308,Hulu Sungai Utara,Kalimantan Selatan,2023,116.5
1379,6309,Kabupaten Tabalong,Kalimantan Selatan,2023,133
1380,6310,Kabupaten Tanah Bumbu,Kalimantan Selatan,2023,116.8
1381,6311,Kabupaten Balangan,Kalimantan Selatan,2023,124
1382,6371,Kota Banjarmasin,Kalimantan Selatan,2023,117
1383,6372,Kota Banjar Baru,Kalimantan Selatan,2023,121.2
1384,6401,Kabupaten Paser,Kalimantan Timur,2023,113.1
1385,6407,Kabupaten Kutai Barat,Kalimantan Timur,2023,103.5
1386,6402,Kabupaten Kutai Kertanegara,Kalimantan Timur,2023,106.3
1387,6408,Kabupaten Kutai Timur,Kalimantan Timur,2023,109
1388,6403,Kabupaten Berau,Kalimantan Timur,2023,120
1389,6409,Kabupaten Penajam Paser Utara,Kalimantan Timur,2023,101.1
1390,6411,Kabupaten Mahakam Ulu,Kalimantan Timur,2023,98.6
1391,6471,Kota Balikpapan,Kalimantan Timur,2023,110.5
1392,6472,Kota Samarinda,Kalimantan Timur,2023,114
1393,6474,Kota Bontang,Kalimantan Timur,2023,115.2
1394,6502,Kabupaten Malinau,Kalimantan Utara,2023,103
1395,6501,Kabupaten Bulungan,Kalimantan Utara,2023,102.2
1396,6504,Kabupaten Tana Tidung,Kalimantan Utara,2023,101.4
1397,6503,Kabupaten Nunukan,Kalimantan Utara,2023,108.3
1398,6571,Kota Tarakan,Kalimantan Utara,2023,104.4
1399,7101,Kabupaten Bolaang Mongondow,Sulawesi Utara,2023,113.4
1400,7102,Kabupaten Minahasa,Sulawesi Utara,2023,125.6
1401,7103,Kabupaten Kepulauan Sangihe,Sulawesi Utara,2023,100.1
1402,7104,Kabupaten Kepulauan Talaud,Sulawesi Utara,2023,104.1
1403,7105,Kabupaten Minahasa Selatan,Sulawesi Utara,2023,122.1
1404,7106,Kabupaten Minahasa Utara,Sulawesi Utara,2023,127.8
1405,7108,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,2023,109.5
1406,7109,Kabupaten Kep. Siau Tagulandang Biaro,Sulawesi Utara,2023,86.8
1407,7107,Kabupaten Minahasa Tenggara,Sulawesi Utara,2023,119.5
1408,7111,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,2023,107.9
1409,7110,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,2023,123
1410,7171,Kota Manado,Sulawesi Utara,2023,128.8
1411,7172,Kota Bitung,Sulawesi Utara,2023,119.1
1412,7173,Kota Tomohon,Sulawesi Utara,2023,133.8
1413,7174,Kota Kotamobago,Sulawesi Utara,2023,112
1414,7207,Kabupaten Banggai Kepulauan,Sulawesi Tengah,2023,94
1415,7201,Kabupaten Banggai,Sulawesi Tengah,2023,103.2
1416,7206,Kabupaten Morowali,Sulawesi Tengah,2023,107.3
1417,7202,Kabupaten Poso,Sulawesi Tengah,2023,104.7
1418,7203,Kabupaten Donggala,Sulawesi Tengah,2023,107.9
1419,7204,Kabupaten Toli-Toli,Sulawesi Tengah,2023,94.6
1420,7205,Kabupaten Buol,Sulawesi Tengah,2023,79.2
1421,7208,Kabupaten Parigi Moutong,Sulawesi Tengah,2023,102.7
1422,7209,Kabupaten Tojo Una-Una,Sulawesi Tengah,2023,90.6
1423,7210,Kabupaten Sigi,Sulawesi Tengah,2023,105.7
1424,7211,Kabupaten Banggai Laut,Sulawesi Tengah,2023,115.8
1425,7212,Kabupaten Morowali Utara,Sulawesi Tengah,2023,116.1
1426,7271,Kota Palu,Sulawesi Tengah,2023,103.1
1427,7301,Kabupaten Selayar,Sulawesi Selatan,2023,108.9
1428,7302,Kabupaten Bulukumba,Sulawesi Selatan,2023,123.2
1429,7303,Kabupaten Bantaeng,Sulawesi Selatan,2023,110.5
1430,7304,Kabupaten Jeneponto,Sulawesi Selatan,2023,119.1
1431,7305,Kabupaten Takalar,Sulawesi Selatan,2023,99.1
1432,7306,Kabupaten Gowa,Sulawesi Selatan,2023,105.1
1433,7307,Kabupaten Sinjai,Sulawesi Selatan,2023,109.6
1434,7309,Kabupaten Maros,Sulawesi Selatan,2023,104
1435,7310,Kabupaten Pangkajene dan Kepulauan,Sulawesi Selatan,2023,150.5
1436,7311,Kabupaten Barru,Sulawesi Selatan,2023,107.9
1437,7308,Kabupaten Bone,Sulawesi Selatan,2023,99.1
1438,7312,Kabupaten Soppeng,Sulawesi Selatan,2023,105.8
1439,7313,Kabupaten Wajo,Sulawesi Selatan,2023,100
1440,7314,Kabupaten Sidenreng Rappang,Sulawesi Selatan,2023,108.4
1441,7315,Kabupaten Pinrang,Sulawesi Selatan,2023,91.4
1442,7316,Kabupaten Enrekang,Sulawesi Selatan,2023,98.1
1443,7317,Kabupaten Luwu,Sulawesi Selatan,2023,106.5
1444,7318,Kabupaten Tana Toraja,Sulawesi Selatan,2023,97.4
1445,7322,Kabupaten Luwu Utara,Sulawesi Selatan,2023,109.3
1446,7324,Kabupaten Luwu Timur,Sulawesi Selatan,2023,120.7
1447,7326,Kabupaten Toraja Utara,Sulawesi Selatan,2023,98.2
1448,7371,Kota Makasar,Sulawesi Selatan,2023,136
1449,7372,Kota Pare-Pare,Sulawesi Selatan,2023,103.4
1450,7373,Kota Palopo,Sulawesi Selatan,2023,98.3
1451,7404,Kabupaten Buton,Sulawesi Tenggara,2023,111.2
1452,7403,Kabupaten Muna,Sulawesi Tenggara,2023,102.8
1453,7402,Kabupaten Konawe,Sulawesi Tenggara,2023,104.8
1454,7401,Kabupaten Kolaka,Sulawesi Tenggara,2023,90.4
1455,7405,Kabupaten Konawe Selatan,Sulawesi Tenggara,2023,98.8
1456,7406,Kabupaten Bombana,Sulawesi Tenggara,2023,106.5
1457,7407,Kabupaten Wakatobi,Sulawesi Tenggara,2023,114.7
1458,7408,Kabupaten Kolaka Utara,Sulawesi Tenggara,2023,112.3
1459,7410,Kabupaten Buton Utara,Sulawesi Tenggara,2023,105.3
1460,7409,Kabupaten Konawe Utara,Sulawesi Tenggara,2023,110.6
1461,7411,Kabupaten Kolaka Timur,Sulawesi Tenggara,2023,109
1462,7412,Kabupaten Konawe Kepulauan,Sulawesi Tenggara,2023,83.5
1463,7413,Kabupaten Muna Barat,Sulawesi Tenggara,2023,98.1
1464,7414,Kabupaten Buton Tengah,Sulawesi Tenggara,2023,100.4
1465,7415,Kabupaten Buton Selatan,Sulawesi Tenggara,2023,97.9
1466,7471,Kota Kendari,Sulawesi Tenggara,2023,117
1467,7472,Kota Bau-Bau,Sulawesi Tenggara,2023,96.6
1468,7502,Kabupaten Boalemo,Gorontalo,2023,106.8
1469,7501,Kabupaten Gorontalo,Gorontalo,2023,101.2
1470,7504,Kabupaten Pohuwato,Gorontalo,2023,95.3
1471,7503,Kabupaten Bone Bolango,Gorontalo,2023,96.1
1472,7505,Kabupaten Gorontalo Utara,Gorontalo,2023,102.3
1473,7571,Kota Gorontalo,Gorontalo,2023,98.7
1474,7605,Kabupaten Majene,Sulawesi Barat,2023,99.9
1475,7604,Kabupaten Polewali Mandar,Sulawesi Barat,2023,118.6
1476,7603,Kabupaten Mamasa,Sulawesi Barat,2023,104.7
1477,7602,Kabupaten Mamuju,Sulawesi Barat,2023,101.6
1478,7601,Kabupaten Mamuju Utara,Sulawesi Barat,2023,105.4
1479,7606,Kabupaten Mamuju Tengah,Sulawesi Barat,2023,102.8
1480,8103,Kabupaten Kepulauan Tanimbar,Maluku,2023,76.8
1481,8102,Kabupaten Maluku Tenggara,Maluku,2023,93.9
1482,8101,Kabupaten Maluku Tengah,Maluku,2023,102.3
1483,8104,Kabupaten Buru,Maluku,2023,84.4
1484,8107,Kabupaten Kepulauan Aru,Maluku,2023,77.2
1485,8106,Kabupaten Seram Bagian Barat,Maluku,2023,86.3
1486,8105,Kabupaten Seram Bagian Timur,Maluku,2023,99.5
1487,8108,Kabupaten Maluku Barat Daya,Maluku,2023,94.6
1488,8109,Kabupaten Buru Selatan,Maluku,2023,80.2
1489,8171,Kota Ambon,Maluku,2023,97.5
1490,8172,Kota Tual,Maluku,2023,88.6
1491,8201,Kabupaten Halmahera Barat,Maluku Utara,2023,95.4
1492,8202,Kabupaten Halmahera Tengah,Maluku Utara,2023,85.1
1493,8205,Kabupaten Kepulauan Sula,Maluku Utara,2023,86.7
1494,8204,Kabupaten Halmahera Selatan,Maluku Utara,2023,103.9
1495,8203,Kabupaten Halmahera Utara,Maluku Utara,2023,93.2
1496,8206,Kabupaten Halmahera Timur,Maluku Utara,2023,91.2
1497,8207,Kabupaten Pulau Morotai,Maluku Utara,2023,99.3
1498,8208,Kabupaten Pulau Taliabu,Maluku Utara,2023,99.6
1499,8271,Kota Ternate,Maluku Utara,2023,101.2
1500,8272,Kota Tidore Kepulauan,Maluku Utara,2023,88.2
1501,9203,Kabupaten Fak-Fak,Papua Barat,2023,118.7
1502,9208,Kabupaten Kaimana,Papua Barat,2023,98.3
1503,9207,Kabupaten Teluk Wondama,Papua Barat,2023,82.4
1504,9206,Kabupaten Teluk Bintuni,Papua Barat,2023,96.9
1505,9202,Kabupaten Manokwari,Papua Barat,2023,102.1
1506,9204,Kabupaten Sorong Selatan,Papua Barat,2023,62.3
1507,9201,Kabupaten Sorong,Papua Barat,2023,101.6
1508,9205,Kabupaten Raja Ampat,Papua Barat,2023,101
1509,9209,Kabupaten Tambrauw,Papua Barat,2023,77.7
1510,9210,Kabupaten Maybrat,Papua Barat,2023,86.1
1511,9211,Kabupaten Manokwari Selatan,Papua Barat,2023,101.6
1512,9212,Kabupaten Pegunungan Arfak,Papua Barat,2023,69
1513,9271,Kota Sorong,Papua Barat,2023,99
1514,9101,Kabupaten Merauke,Papua,2023,115.3
1515,9102,Kabupaten Jayawijaya,Papua,2023,73.7
1516,9103,Kabupaten Jayapura,Papua,2023,90.2
1517,9104,Kabupaten Nabire,Papua,2023,95.4
1518,9105,Kabupaten Kepulauan Yapen,Papua,2023,82.5
1519,9106,Kabupaten Biak Namfor,Papua,2023,76.1
1520,9108,Kabupaten Paniai,Papua,2023,70
1521,9107,Kabupaten Puncak Jaya,Papua,2023,79.8
1522,9109,Kabupaten Mimika,Papua,2023,97.4
1523,9116,Kabupaten Boven Digoel,Papua,2023,72.6
1524,9117,Kabupaten Mappi,Papua,2023,58.9
1525,9118,Kabupaten Asmat,Papua,2023,76.4
1526,9113,Kabupaten Yahukimo,Papua,2023,58.9
1527,9112,Kabupaten Pegunungan Bintang,Papua,2023,76.4
1528,9114,Kabupaten Tolikara,Papua,2023,63.1
1529,9110,Kabupaten Sarmi,Papua,2023,84.4
1530,9111,Kabupaten Keerom,Papua,2023,72.6
1531,9115,Kabupaten Waropen,Papua,2023,73.8
1532,9119,Kabupaten Supiori,Papua,2023,135.3
1533,9120,Kabupaten Mamberamo Raya,Papua,2023,92.1
1534,9124,Kabupaten Nduga,Papua,2023,69.1
1535,9123,Kabupaten Lanny Jaya,Papua,2023,80.3
1536,9121,Kabupaten Mamberamo Tengah,Papua,2023,52.3
1537,9122,Kabupaten Yalimo,Papua,2023,73.1
1538,9125,Kabupaten Puncak,Papua,2023,38.7
1539,9126,Kabupaten Dogiyai,Papua,2023,49.3
1540,9127,Kabupaten Intan Jaya,Papua,2023,55.7
1541,9128,Kabupaten Deiyai,Papua,2023,67.8
1542,9171,Kota Jayapura,Papua,2023,95.2
